"time","province","total_confirm","total_heal","total_dead"
2020-02-13,"Yunnan",162,27,0
2020-02-13,"Zhejiang",1155,367,0
2020-02-14,"Anhui",950,198,6
2020-02-14,"Beijing",372,80,3
2020-02-14,"Chongqing",537,152,5
2020-02-14,"Fujian",285,66,0
2020-02-14,"Gansu",90,39,2
2020-02-14,"Guangdong",1294,386,2
2020-02-14,"Guangxi",235,40,2
2020-02-14,"Guizhou",143,33,1
2020-02-14,"Hainan",162,38,4
2020-02-14,"Hebei",291,86,3
2020-02-14,"Heilongjiang",425,48,11
2020-02-14,"Henan",1212,356,13
2020-02-14,"Hunan",1001,389,2
2020-02-14,"Inner Mongolia",68,6,0
2020-02-14,"Jiangsu",604,160,0
2020-02-14,"Jiangxi",913,210,1
2020-02-14,"Jilin",88,25,1
2020-02-14,"Liaoning",119,29,1
2020-02-14,"Ningxia",70,27,0
2020-02-14,"Qinghai",18,11,0
2020-02-14,"Shaanxi",232,53,0
2020-02-14,"Shandong",530,139,2
2020-02-14,"Shanghai",326,90,1
2020-02-14,"Shanxi",127,38,0
2020-02-14,"Sichuan",470,115,1
2020-02-14,"Tianjin",121,32,3
2020-02-14,"Tibet",1,1,0
2020-02-14,"Xinjiang",70,6,1
2020-02-14,"Yunnan",162,36,0
2020-02-14,"Zhejiang",1162,409,0
2020-02-15,"Anhui",962,242,6
2020-02-15,"Beijing",380,105,4
2020-02-15,"Chongqing",544,184,5
2020-02-15,"Fujian",287,77,0
2020-02-15,"Gansu",90,49,2
2020-02-15,"Guangdong",1316,436,2
2020-02-15,"Guangxi",237,46,2
2020-02-15,"Guizhou",144,37,1
2020-02-15,"Hainan",162,39,4
2020-02-15,"Hebei",300,101,3
2020-02-15,"Heilongjiang",445,70,11
2020-02-15,"Henan",1231,402,13
2020-02-15,"Hunan",1004,430,3
2020-02-15,"Inner Mongolia",70,7,0
2020-02-15,"Jiangsu",617,190,0
2020-02-15,"Jiangxi",925,239,1
2020-02-15,"Jilin",89,28,1
2020-02-15,"Liaoning",120,32,1
2020-02-15,"Ningxia",70,33,0
2020-02-15,"Qinghai",18,13,0
2020-02-15,"Shaanxi",236,64,0
2020-02-15,"Shandong",537,164,2
2020-02-15,"Shanghai",328,124,1
2020-02-15,"Shanxi",128,46,0
2020-02-15,"Sichuan",481,127,3
2020-02-15,"Tianjin",122,37,3
2020-02-15,"Tibet",1,1,0
2020-02-15,"Xinjiang",71,11,1
2020-02-15,"Yunnan",169,42,0
2020-02-15,"Zhejiang",1167,437,0
2020-02-16,"Anhui",973,266,6
2020-02-16,"Beijing",381,114,4
2020-02-16,"Chongqing",551,207,5
2020-02-16,"Fujian",290,84,0
2020-02-16,"Gansu",90,54,2
2020-02-16,"Guangdong",1322,473,4
2020-02-16,"Guangxi",238,51,2
2020-02-16,"Guizhou",146,47,1
2020-02-16,"Hainan",162,52,4
2020-02-16,"Hebei",301,109,3
2020-02-16,"Heilongjiang",457,80,11
2020-02-16,"Henan",1246,440,16
2020-02-16,"Hunan",1006,467,3
2020-02-16,"Inner Mongolia",72,8,0
2020-02-16,"Jiangsu",626,226,0
2020-02-16,"Jiangxi",930,275,1
2020-02-16,"Jilin",89,30,1
2020-02-16,"Liaoning",121,41,1
2020-02-16,"Ningxia",70,33,0
2020-02-16,"Qinghai",18,13,0
2020-02-16,"Shaanxi",240,74,0
2020-02-16,"Shandong",541,175,2
2020-02-16,"Shanghai",331,140,1
2020-02-16,"Shanxi",129,50,0
2020-02-16,"Sichuan",495,136,3
2020-02-16,"Tianjin",125,45,3
2020-02-16,"Tibet",1,1,0
2020-02-16,"Xinjiang",75,12,1
2020-02-16,"Yunnan",171,42,0
2020-02-16,"Zhejiang",1171,470,0
2020-02-17,"Anhui",982,293,6
2020-02-17,"Beijing",387,122,4
2020-02-17,"Chongqing",553,225,5
2020-02-17,"Fujian",292,91,0
2020-02-17,"Gansu",91,58,2
2020-02-17,"Guangdong",1328,530,4
2020-02-17,"Guangxi",242,58,2
2020-02-17,"Guizhou",146,66,1
2020-02-17,"Hainan",163,59,4
2020-02-17,"Hebei",302,123,4
2020-02-17,"Heilongjiang",464,85,11
2020-02-17,"Henan",1257,505,19
2020-02-17,"Hunan",1007,501,4
2020-02-17,"Inner Mongolia",73,8,0
2020-02-17,"Jiangsu",629,263,0
2020-02-17,"Jiangxi",933,310,1
2020-02-17,"Jilin",89,34,1
2020-02-17,"Liaoning",121,43,1
2020-02-17,"Ningxia",70,35,0
2020-02-17,"Qinghai",18,13,0
2020-02-17,"Shaanxi",240,79,0
2020-02-17,"Shandong",543,193,2
2020-02-17,"Shanghai",333,161,1
2020-02-17,"Shanxi",130,53,0
2020-02-17,"Sichuan",508,163,3
2020-02-17,"Tianjin",125,46,3
2020-02-17,"Tibet",1,1,0
2020-02-17,"Xinjiang",76,12,1
2020-02-17,"Yunnan",172,47,0
2020-02-17,"Zhejiang",1172,514,0
2020-02-18,"Anhui",986,361,6
2020-02-18,"Beijing",393,145,4
2020-02-18,"Chongqing",555,254,5
2020-02-18,"Fujian",293,96,0
2020-02-18,"Gansu",91,62,2
2020-02-18,"Guangdong",1331,571,5
2020-02-18,"Guangxi",244,76,2
2020-02-18,"Guizhou",146,69,2
2020-02-18,"Hainan",163,79,4
2020-02-18,"Hebei",306,136,4
2020-02-18,"Heilongjiang",470,108,12
2020-02-18,"Henan",1262,552,19
2020-02-18,"Hunan",1008,542,4
2020-02-18,"Inner Mongolia",75,9,0
2020-02-18,"Jiangsu",631,296,0
2020-02-18,"Jiangxi",934,362,1
2020-02-18,"Jilin",90,36,1
2020-02-18,"Liaoning",121,55,1
2020-02-18,"Ningxia",71,42,0
2020-02-18,"Qinghai",18,15,0
2020-02-18,"Shaanxi",242,89,0
2020-02-18,"Shandong",544,215,3
2020-02-18,"Shanghai",333,177,1
2020-02-18,"Shanxi",131,61,0
2020-02-18,"Sichuan",514,177,3
2020-02-18,"Tianjin",128,48,3
2020-02-18,"Tibet",1,1,0
2020-02-18,"Xinjiang",76,14,1
2020-02-18,"Yunnan",173,57,0
2020-02-18,"Zhejiang",1173,544,0
2020-02-19,"Anhui",987,424,6
2020-02-19,"Beijing",395,153,4
2020-02-19,"Chongqing",560,274,5
2020-02-19,"Fujian",293,112,1
2020-02-19,"Gansu",91,65,2
2020-02-19,"Guangdong",1332,619,5
2020-02-19,"Guangxi",245,87,2
2020-02-19,"Guizhou",146,71,2
2020-02-19,"Hainan",168,84,4
2020-02-19,"Hebei",307,152,5
2020-02-19,"Heilongjiang",476,123,12
2020-02-19,"Henan",1265,614,19
2020-02-19,"Hunan",1010,578,4
2020-02-19,"Inner Mongolia",75,11,0
2020-02-19,"Jiangsu",631,325,0
2020-02-19,"Jiangxi",934,432,1
2020-02-19,"Jilin",91,40,1
2020-02-19,"Liaoning",121,58,1
2020-02-19,"Ningxia",71,42,0
2020-02-19,"Qinghai",18,16,0
2020-02-19,"Shaanxi",244,105,1
2020-02-19,"Shandong",546,238,4
2020-02-19,"Shanghai",333,186,2
2020-02-19,"Shanxi",131,68,0
2020-02-19,"Sichuan",520,198,3
2020-02-19,"Tianjin",130,54,3
2020-02-19,"Tibet",1,1,0
2020-02-19,"Xinjiang",76,20,1
2020-02-19,"Yunnan",172,60,1
2020-02-19,"Zhejiang",1175,609,0
2020-02-20,"Anhui",988,500,6
2020-02-20,"Beijing",396,169,4
2020-02-20,"Chongqing",567,299,6
2020-02-20,"Fujian",293,134,1
2020-02-20,"Gansu",91,71,2
2020-02-20,"Guangdong",1333,664,5
2020-02-20,"Guangxi",246,95,2
2020-02-20,"Guizhou",146,76,2
2020-02-20,"Hainan",168,89,4
2020-02-20,"Hebei",308,170,5
2020-02-20,"Heilongjiang",479,141,12
2020-02-20,"Henan",1267,717,19
2020-02-20,"Hunan",1011,638,4
2020-02-20,"Inner Mongolia",75,16,0
2020-02-20,"Jiangsu",631,352,0
2020-02-20,"Jiangxi",934,489,1
2020-02-20,"Jilin",91,44,1
2020-02-20,"Liaoning",121,61,1
2020-02-20,"Ningxia",71,44,0
2020-02-20,"Qinghai",18,16,0
2020-02-20,"Shaanxi",245,117,1
2020-02-20,"Shandong",748,270,4
2020-02-20,"Shanghai",334,199,2
2020-02-20,"Shanxi",132,76,0
2020-02-20,"Sichuan",525,222,3
2020-02-20,"Tianjin",131,59,3
2020-02-20,"Tibet",1,1,0
2020-02-20,"Xinjiang",76,22,1
2020-02-20,"Yunnan",174,79,2
2020-02-20,"Zhejiang",1203,647,1
2020-02-21,"Anhui",988,538,6
2020-02-21,"Beijing",396,169,4
2020-02-21,"Chongqing",567,299,6
2020-02-21,"Fujian",293,158,1
2020-02-21,"Gansu",91,74,2
2020-02-21,"Guangdong",1333,689,5
2020-02-21,"Guangxi",246,96,2
2020-02-21,"Guizhou",146,77,2
2020-02-21,"Hainan",168,95,4
2020-02-21,"Hebei",308,184,5
2020-02-21,"Heilongjiang",479,175,12
2020-02-21,"Henan",1267,741,19
2020-02-21,"Hong Kong",68,5,2
2020-02-21,"Hunan",1011,661,4
2020-02-21,"Inner Mongolia",75,18,0
2020-02-21,"Jiangsu",631,373,0
2020-02-21,"Jiangxi",934,489,1
2020-02-21,"Jilin",91,45,1
2020-02-21,"Liaoning",121,61,1
2020-02-21,"Macau",10,6,0
2020-02-21,"Ningxia",71,48,0
2020-02-21,"Qinghai",18,21,0
2020-02-21,"Shaanxi",245,140,1
2020-02-21,"Shandong",749,281,4
2020-02-21,"Shanghai",334,211,2
2020-02-21,"Shanxi",132,76,0
2020-02-21,"Sichuan",525,231,3
2020-02-21,"Taiwan",26,2,1
2020-02-21,"Tianjin",132,62,3
2020-02-21,"Tibet",1,1,0
2020-02-21,"Xinjiang",76,24,1
2020-02-21,"Yunnan",174,96,2
2020-02-21,"Zhejiang",1203,680,1
2020-02-22,"Anhui",989,597,6
2020-02-22,"Beijing",399,178,4
2020-02-22,"Chongqing",572,316,6
2020-02-22,"Fujian",293,160,1
2020-02-22,"Gansu",91,76,2
2020-02-22,"Guangdong",1339,761,5
2020-02-22,"Guangxi",249,104,2
2020-02-22,"Guizhou",146,90,2
2020-02-22,"Hainan",168,116,4
2020-02-22,"Hebei",309,203,6
2020-02-22,"Heilongjiang",479,204,12
2020-02-22,"Henan",1270,834,19
2020-02-22,"Hong Kong",69,10,2
2020-02-22,"Hunan",1013,692,4
2020-02-22,"Inner Mongolia",75,22,0
2020-02-22,"Jiangsu",631,401,0
2020-02-22,"Jiangxi",934,555,1
2020-02-22,"Jilin",91,51,1
2020-02-22,"Liaoning",121,66,1
2020-02-22,"Macau",10,6,0
2020-02-22,"Ningxia",71,48,0
2020-02-22,"Qinghai",18,18,0
2020-02-22,"Shaanxi",245,153,1
2020-02-22,"Shandong",750,306,4
2020-02-22,"Shanghai",335,227,3
2020-02-22,"Shanxi",132,79,0
2020-02-22,"Sichuan",526,250,3
2020-02-22,"Taiwan",26,2,1
2020-02-22,"Tianjin",135,65,3
2020-02-22,"Tibet",1,1,0
2020-02-22,"Xinjiang",76,25,2
2020-02-22,"Yunnan",174,107,2
2020-02-22,"Zhejiang",1205,718,1
2020-02-23,"Anhui",989,644,6
2020-02-23,"Beijing",399,189,4
2020-02-23,"Chongqing",573,328,6
2020-02-23,"Fujian",293,178,2
2020-02-23,"Gansu",91,78,2
2020-02-23,"Guangdong",1342,758,6
2020-02-23,"Guangxi",249,106,2
2020-02-23,"Guizhou",146,102,2
2020-02-23,"Hainan",168,106,4
2020-02-23,"Hebei",311,219,6
2020-02-23,"Heilongjiang",480,222,12
2020-02-23,"Henan",1271,868,19
2020-02-23,"Hong Kong",74,12,2
2020-02-23,"Hunan",1016,714,4
2020-02-23,"Inner Mongolia",75,27,0
2020-02-23,"Jiangsu",631,418,0
2020-02-23,"Jiangxi",934,624,1
2020-02-23,"Jilin",91,54,1
2020-02-23,"Liaoning",121,76,1
2020-02-23,"Macau",10,6,0
2020-02-23,"Ningxia",71,56,0
2020-02-23,"Qinghai",18,18,0
2020-02-23,"Shaanxi",245,163,1
2020-02-23,"Shandong",754,327,4
2020-02-23,"Shanghai",335,249,3
2020-02-23,"Shanxi",132,89,0
2020-02-23,"Sichuan",526,261,3
2020-02-23,"Taiwan",28,2,1
2020-02-23,"Tianjin",135,81,3
2020-02-23,"Tibet",1,1,0
2020-02-23,"Xinjiang",76,25,2
2020-02-23,"Yunnan",174,115,2
2020-02-23,"Zhejiang",1205,761,1
2020-02-24,"Anhui",989,693,6
2020-02-24,"Beijing",399,198,4
2020-02-24,"Chongqing",575,335,6
2020-02-24,"Fujian",293,187,1
2020-02-24,"Gansu",91,80,2
2020-02-24,"Guangdong",1345,799,6
2020-02-24,"Guangxi",251,112,2
2020-02-24,"Guizhou",146,106,2
2020-02-24,"Hainan",168,116,5
2020-02-24,"Hebei",311,234,6
2020-02-24,"Heilongjiang",480,229,12
2020-02-24,"Henan",1271,945,19
2020-02-24,"Hong Kong",79,19,2
2020-02-24,"Hunan",1016,731,4
2020-02-24,"Inner Mongolia",75,34,0
2020-02-24,"Jiangsu",631,452,0
2020-02-24,"Jiangxi",934,645,1
2020-02-24,"Jilin",93,60,1
2020-02-24,"Liaoning",121,84,1
2020-02-24,"Macau",10,6,0
2020-02-24,"Ningxia",71,58,0
2020-02-24,"Qinghai",18,18,0
2020-02-24,"Shaanxi",245,175,1
2020-02-24,"Shandong",755,343,5
2020-02-24,"Shanghai",335,261,3
2020-02-24,"Shanxi",132,91,0
2020-02-24,"Sichuan",527,276,3
2020-02-24,"Taiwan",30,5,1
2020-02-24,"Tianjin",135,87,3
2020-02-24,"Tibet",1,1,0
2020-02-24,"Xinjiang",76,30,2
2020-02-24,"Yunnan",174,128,2
2020-02-24,"Zhejiang",1205,783,1
2020-02-25,"Anhui",989,713,6
2020-02-25,"Beijing",400,215,4
2020-02-25,"Chongqing",576,349,6
2020-02-25,"Fujian",294,204,1
2020-02-25,"Gansu",91,80,2
2020-02-25,"Guangdong",1347,832,7
2020-02-25,"Guangxi",252,147,2
2020-02-25,"Guizhou",146,104,2
2020-02-25,"Hainan",168,127,5
2020-02-25,"Hebei",311,248,6
2020-02-25,"Heilongjiang",480,241,12
2020-02-25,"Henan",1271,1002,19
2020-02-25,"Hong Kong",84,19,2
2020-02-25,"Hunan",1016,768,4
2020-02-25,"Inner Mongolia",75,34,0
2020-02-25,"Jiangsu",631,459,0
2020-02-25,"Jiangxi",934,682,1
2020-02-25,"Jilin",93,62,1
2020-02-25,"Liaoning",121,84,1
2020-02-25,"Macau",10,7,0
2020-02-25,"Ningxia",71,61,0
2020-02-25,"Qinghai",18,18,0
2020-02-25,"Shaanxi",245,186,1
2020-02-25,"Shandong",756,355,6
2020-02-25,"Shanghai",336,268,3
2020-02-25,"Shanxi",133,96,0
2020-02-25,"Sichuan",529,288,3
2020-02-25,"Taiwan",31,5,1
2020-02-25,"Tianjin",135,91,3
2020-02-25,"Tibet",1,1,0
2020-02-25,"Xinjiang",76,30,2
2020-02-25,"Yunnan",174,129,2
2020-02-25,"Zhejiang",1205,809,1
2020-02-26,"Anhui",989,744,6
2020-02-26,"Beijing",400,235,4
2020-02-26,"Chongqing",576,373,6
2020-02-26,"Fujian",294,219,1
2020-02-26,"Gansu",91,81,2
2020-02-26,"Guangdong",1347,853,7
2020-02-26,"Guangxi",252,138,2
2020-02-26,"Guizhou",146,105,2
2020-02-26,"Hainan",168,127,5
2020-02-26,"Hebei",312,261,6
2020-02-26,"Heilongjiang",480,249,12
2020-02-26,"Henan",1271,1032,19
2020-02-26,"Hong Kong",89,24,2
2020-02-26,"Hunan",1016,783,4
2020-02-26,"Inner Mongolia",75,38,0
2020-02-26,"Jiangsu",631,478,0
2020-02-26,"Jiangxi",934,719,1
2020-02-26,"Jilin",93,65,1
2020-02-26,"Liaoning",121,90,1
2020-02-26,"Macau",10,7,0
2020-02-26,"Ningxia",71,68,0
2020-02-26,"Qinghai",18,18,0
2020-02-26,"Shaanxi",245,191,1
2020-02-26,"Shandong",756,377,6
2020-02-26,"Shanghai",336,272,3
2020-02-26,"Shanxi",133,104,0
2020-02-26,"Sichuan",531,307,3
2020-02-26,"Taiwan",32,5,1
2020-02-26,"Tianjin",135,96,3
2020-02-26,"Tibet",1,1,0
2020-02-26,"Xinjiang",76,34,2
2020-02-26,"Yunnan",174,144,2
2020-02-26,"Zhejiang",1205,865,1
2020-02-27,"Anhui",989,787,6
2020-02-27,"Beijing",410,248,5
2020-02-27,"Chongqing",576,384,6
2020-02-27,"Fujian",296,233,1
2020-02-27,"Gansu",91,82,2
2020-02-27,"Guangdong",1347,916,7
2020-02-27,"Guangxi",252,173,2
2020-02-27,"Guizhou",146,112,2
2020-02-27,"Hainan",168,133,5
2020-02-27,"Hebei",317,274,6
2020-02-27,"Heilongjiang",480,270,13
2020-02-27,"Henan",1272,1067,20
2020-02-27,"Hong Kong",92,26,2
2020-02-27,"Hunan",1017,804,4
2020-02-27,"Inner Mongolia",75,42,0
2020-02-27,"Jiangsu",631,498,0
2020-02-27,"Jiangxi",934,754,1
2020-02-27,"Jilin",93,67,1
2020-02-27,"Liaoning",121,93,1
2020-02-27,"Macau",10,8,0
2020-02-27,"Ningxia",72,68,0
2020-02-27,"Qinghai",18,18,0
2020-02-27,"Shaanxi",245,195,1
2020-02-27,"Shandong",756,387,6
2020-02-27,"Shanghai",337,276,3
2020-02-27,"Shanxi",133,106,0
2020-02-27,"Sichuan",534,321,3
2020-02-27,"Taiwan",32,5,1
2020-02-27,"Tianjin",136,102,3
2020-02-27,"Tibet",1,1,0
2020-02-27,"Xinjiang",76,43,2
2020-02-27,"Yunnan",174,150,2
2020-02-27,"Zhejiang",1205,932,1
2020-02-28,"Anhui",990,833,6
2020-02-28,"Beijing",410,257,7
2020-02-28,"Chongqing",576,402,6
2020-02-28,"Fujian",296,243,1
2020-02-28,"Gansu",91,83,2
2020-02-28,"Guangdong",1348,936,7
2020-02-28,"Guangxi",252,168,2
2020-02-28,"Guizhou",146,114,2
2020-02-28,"Hainan",168,133,5
2020-02-28,"Hebei",318,277,6
2020-02-28,"Heilongjiang",480,293,13
2020-02-28,"Henan",1272,1116,20
2020-02-28,"Hong Kong",94,30,2
2020-02-28,"Hunan",1017,839,4
2020-02-28,"Inner Mongolia",75,46,0
2020-02-28,"Jiangsu",631,517,0
2020-02-28,"Jiangxi",935,790,1
2020-02-28,"Jilin",93,73,1
2020-02-28,"Liaoning",121,93,1
2020-02-28,"Macau",10,8,0
2020-02-28,"Ningxia",72,68,0
2020-02-28,"Qinghai",18,18,0
2020-02-28,"Shaanxi",245,200,1
2020-02-28,"Shandong",756,404,6
2020-02-28,"Shanghai",337,279,3
2020-02-28,"Shanxi",133,110,0
2020-02-28,"Sichuan",538,337,3
2020-02-28,"Taiwan",34,9,1
2020-02-28,"Tianjin",136,105,3
2020-02-28,"Tibet",1,1,0
2020-02-28,"Xinjiang",76,52,3
2020-02-28,"Yunnan",174,156,2
2020-02-28,"Zhejiang",1205,977,1
2020-02-29,"Anhui",990,849,6
2020-02-29,"Beijing",411,271,8
2020-02-29,"Chongqing",576,422,6
2020-02-29,"Fujian",296,244,1
2020-02-29,"Gansu",91,82,2
2020-02-29,"Guangdong",1349,1003,7
2020-02-29,"Guangxi",252,176,2
2020-02-29,"Guizhou",146,112,2
2020-02-29,"Hainan",168,147,5
2020-02-29,"Hebei",318,282,6
2020-02-29,"Heilongjiang",480,311,13
2020-02-29,"Henan",1272,1176,21
2020-02-29,"Hong Kong",94,30,2
2020-02-29,"Hunan",1018,846,4
2020-02-29,"Inner Mongolia",75,48,0
2020-02-29,"Jiangsu",631,523,0
2020-02-29,"Jiangxi",935,811,1
2020-02-29,"Jilin",93,75,1
2020-02-29,"Liaoning",121,99,1
2020-02-29,"Macau",10,8,0
2020-02-29,"Ningxia",73,69,0
2020-02-29,"Qinghai",18,18,0
2020-02-29,"Shaanxi",245,212,1
2020-02-29,"Shandong",756,421,6
2020-02-29,"Shanghai",337,287,3
2020-02-29,"Shanxi",133,113,0
2020-02-29,"Sichuan",538,351,3
2020-02-29,"Taiwan",39,9,1
2020-02-29,"Tianjin",136,109,3
2020-02-29,"Tibet",1,1,0
2020-02-29,"Xinjiang",76,52,3
2020-02-29,"Yunnan",174,157,2
2020-02-29,"Zhejiang",1205,1022,1
2020-03-01,"Anhui",990,873,6
2020-03-01,"Beijing",413,276,8
2020-03-01,"Chongqing",576,442,6
2020-03-01,"Fujian",296,246,1
2020-03-01,"Gansu",91,84,2
2020-03-01,"Guangdong",1349,1016,7
2020-03-01,"Guangxi",252,182,2
2020-03-01,"Guizhou",146,114,2
2020-03-01,"Hainan",168,149,5
2020-03-01,"Hebei",318,294,6
2020-03-01,"Heilongjiang",480,343,13
2020-03-01,"Henan",1272,1197,22
2020-03-01,"Hong Kong",96,36,2
2020-03-01,"Hunan",1018,865,4
2020-03-01,"Inner Mongolia",75,52,0
2020-03-01,"Jiangsu",631,536,0
2020-03-01,"Jiangxi",935,831,1
2020-03-01,"Jilin",93,78,1
2020-03-01,"Liaoning",122,103,1
2020-03-01,"Macau",10,8,0
2020-03-01,"Ningxia",73,69,0
2020-03-01,"Qinghai",18,18,0
2020-03-01,"Shaanxi",245,208,1
2020-03-01,"Shandong",758,440,6
2020-03-01,"Shanghai",337,290,3
2020-03-01,"Shanxi",133,115,0
2020-03-01,"Sichuan",538,364,3
2020-03-01,"Taiwan",40,9,1
2020-03-01,"Tianjin",136,111,3
2020-03-01,"Tibet",1,1,0
2020-03-01,"Xinjiang",76,64,3
2020-03-01,"Yunnan",174,163,2
2020-03-01,"Zhejiang",1205,1046,1
2020-03-02,"Anhui",990,909,6
2020-03-02,"Beijing",414,282,8
2020-03-02,"Chongqing",576,454,6
2020-03-02,"Fujian",296,256,1
2020-03-02,"Gansu",91,87,2
2020-03-02,"Guangdong",1350,1078,7
2020-03-02,"Guangxi",252,192,2
2020-03-02,"Guizhou",146,114,2
2020-03-02,"Hainan",168,151,5
2020-03-02,"Hebei",318,296,6
2020-03-02,"Heilongjiang",480,355,13
2020-03-02,"Henan",1272,1206,22
2020-03-02,"Hong Kong",98,36,2
2020-03-02,"Hunan",1018,886,4
2020-03-02,"Inner Mongolia",75,54,0
2020-03-02,"Jiangsu",631,543,0
2020-03-02,"Jiangxi",935,850,1
2020-03-02,"Jilin",93,79,1
2020-03-02,"Liaoning",122,103,1
2020-03-02,"Macau",10,8,0
2020-03-02,"Ningxia",74,69,0
2020-03-02,"Qinghai",18,18,0
2020-03-02,"Shaanxi",245,216,1
2020-03-02,"Shandong",758,460,6
2020-03-02,"Shanghai",337,292,3
2020-03-02,"Shanxi",133,118,0
2020-03-02,"Sichuan",538,384,3
2020-03-02,"Taiwan",41,12,1
2020-03-02,"Tianjin",136,118,3
2020-03-02,"Tibet",1,1,0
2020-03-02,"Xinjiang",76,67,3
2020-03-02,"Yunnan",174,168,2
2020-03-02,"Zhejiang",1206,1068,1
2020-03-03,"Anhui",990,941,6
2020-03-03,"Beijing",414,288,8
2020-03-03,"Chongqing",576,469,6
2020-03-03,"Fujian",296,260,1
2020-03-03,"Gansu",91,86,2
2020-03-03,"Guangdong",1350,1095,7
2020-03-03,"Guangxi",252,202,2
2020-03-03,"Guizhou",146,114,2
2020-03-03,"Hainan",168,152,5
2020-03-03,"Hebei",318,300,6
2020-03-03,"Heilongjiang",480,361,13
2020-03-03,"Henan",1272,1229,22
2020-03-03,"Hong Kong",100,36,2
2020-03-03,"Hunan",1018,906,4
2020-03-03,"Inner Mongolia",75,59,1
2020-03-03,"Jiangsu",631,562,0
2020-03-03,"Jiangxi",935,870,1
2020-03-03,"Jilin",93,83,1
2020-03-03,"Liaoning",125,106,1
2020-03-03,"Macau",10,9,0
2020-03-03,"Ningxia",74,69,0
2020-03-03,"Qinghai",18,18,0
2020-03-03,"Shaanxi",245,216,1
2020-03-03,"Shandong",758,511,6
2020-03-03,"Shanghai",338,294,3
2020-03-03,"Shanxi",133,120,0
2020-03-03,"Sichuan",538,395,3
2020-03-03,"Taiwan",42,12,1
2020-03-03,"Tianjin",136,124,3
2020-03-03,"Tibet",1,1,0
2020-03-03,"Xinjiang",76,68,3
2020-03-03,"Yunnan",174,169,2
2020-03-03,"Zhejiang",1213,1098,1
2020-03-04,"Anhui",990,971,6
2020-03-04,"Beijing",417,294,8
2020-03-04,"Chongqing",576,490,6
2020-03-04,"Fujian",296,269,1
2020-03-04,"Gansu",91,87,2
2020-03-04,"Guangdong",1350,1138,7
2020-03-04,"Guangxi",252,212,2
2020-03-04,"Guizhou",146,114,2
2020-03-04,"Hainan",168,158,5
2020-03-04,"Hebei",318,301,6
2020-03-04,"Heilongjiang",480,375,13
2020-03-04,"Henan",1272,1236,22
2020-03-04,"Hong Kong",102,37,2
2020-03-04,"Hunan",1018,916,4
2020-03-04,"Inner Mongolia",75,63,1
2020-03-04,"Jiangsu",631,577,0
2020-03-04,"Jiangxi",935,884,1
2020-03-04,"Jilin",93,86,1
2020-03-04,"Liaoning",125,106,1
2020-03-04,"Macau",10,9,0
2020-03-04,"Ningxia",75,69,0
2020-03-04,"Qinghai",18,18,0
2020-03-04,"Shaanxi",245,224,1
2020-03-04,"Shandong",758,516,6
2020-03-04,"Shanghai",338,298,3
2020-03-04,"Shanxi",133,124,0
2020-03-04,"Sichuan",538,406,3
2020-03-04,"Taiwan",42,12,1
2020-03-04,"Tianjin",136,128,3
2020-03-04,"Tibet",1,1,0
2020-03-04,"Xinjiang",76,69,3
2020-03-04,"Yunnan",174,169,2
2020-03-04,"Zhejiang",1213,1126,1
2020-03-05,"Anhui",990,963,6
2020-03-05,"Beijing",418,297,8
2020-03-05,"Chongqing",576,502,6
2020-03-05,"Fujian",296,277,1
2020-03-05,"Gansu",102,87,2
2020-03-05,"Guangdong",1351,1184,7
2020-03-05,"Guangxi",252,215,2
2020-03-05,"Guizhou",146,114,2
2020-03-05,"Hainan",168,158,6
2020-03-05,"Hebei",318,304,6
2020-03-05,"Heilongjiang",481,379,13
2020-03-05,"Henan",1272,1245,22
2020-03-05,"Hong Kong",104,46,2
2020-03-05,"Hunan",1018,937,4
2020-03-05,"Inner Mongolia",75,64,1
2020-03-05,"Jiangsu",631,583,0
2020-03-05,"Jiangxi",935,901,1
2020-03-05,"Jilin",93,87,1
2020-03-05,"Liaoning",125,106,1
2020-03-05,"Macau",10,9,0
2020-03-05,"Ningxia",75,69,0
2020-03-05,"Qinghai",18,18,0
2020-03-05,"Shaanxi",245,225,1
2020-03-05,"Shandong",758,578,6
2020-03-05,"Shanghai",339,303,3
2020-03-05,"Shanxi",133,126,0
2020-03-05,"Sichuan",539,424,3
2020-03-05,"Taiwan",44,12,1
2020-03-05,"Tianjin",136,128,3
2020-03-05,"Tibet",1,1,0
2020-03-05,"Xinjiang",76,70,3
2020-03-05,"Yunnan",174,169,2
2020-03-05,"Zhejiang",1215,1136,1
2020-03-06,"Anhui",990,975,6
2020-03-06,"Beijing",422,299,8
2020-03-06,"Chongqing",576,513,6
2020-03-06,"Fujian",296,285,1
2020-03-06,"Gansu",119,87,2
2020-03-06,"Guangdong",1352,1218,7
2020-03-06,"Guangxi",252,217,2
2020-03-06,"Guizhou",146,114,2
2020-03-06,"Hainan",168,158,6
2020-03-06,"Hebei",318,305,6
2020-03-06,"Heilongjiang",481,396,13
2020-03-06,"Henan",1272,1246,22
2020-03-06,"Hong Kong",107,46,2
2020-03-06,"Hunan",1018,955,4
2020-03-06,"Inner Mongolia",75,65,1
2020-03-06,"Jiangsu",631,594,0
2020-03-06,"Jiangxi",935,908,1
2020-03-06,"Jilin",93,90,1
2020-03-06,"Liaoning",125,106,1
2020-03-06,"Macau",10,10,0
2020-03-06,"Ningxia",75,71,0
2020-03-06,"Qinghai",18,18,0
