"time","country","province","city","cum_confirm","cum_heal","cum_dead","suspected"
2020-01-31,"China","Gansu","Longnan",3,0,0,0
2020-01-31,"China","Gansu",NA,2,0,0,0
2020-01-31,"China","Tibet","Lhasa",1,0,0,0
2020-01-31,"China","Guizhou","Guiyang",4,1,0,0
2020-01-31,"China","Guizhou","Liupanshui",8,0,0,0
2020-01-31,"China","Guizhou","Zunyi",4,0,0,0
2020-01-31,"China","Guizhou","Bijie",3,0,0,0
2020-01-31,"China","Guizhou","Tongren",3,1,0,0
2020-01-31,"China","Guizhou","Qianxinan Prefecture",1,0,0,0
2020-01-31,"China","Guizhou","Qiandongnan Prefecture",2,0,0,0
2020-01-31,"China","Guizhou","Qiannan Prefecture",4,0,0,0
2020-01-31,"China","Liaoning","Shenyang",13,0,0,0
2020-01-31,"China","Liaoning","Dalian",8,1,0,0
2020-01-31,"China","Liaoning","Anshan",1,0,0,0
2020-01-31,"China","Liaoning","Benxi",3,0,0,0
2020-01-31,"China","Liaoning","Dandong",5,0,0,0
2020-01-31,"China","Liaoning","Jinzhou",7,0,0,0
2020-01-31,"China","Liaoning","Yingkou",1,0,0,0
2020-01-31,"China","Liaoning","Fuxin",1,0,0,0
2020-01-31,"China","Liaoning","Liaoyang",1,0,0,0
2020-01-31,"China","Liaoning","Panjin",7,0,0,0
2020-01-31,"China","Liaoning","Tieling",2,0,0,0
2020-01-31,"China","Liaoning","Chaoyang",6,0,0,0
2020-01-31,"China","Liaoning","Huludao",5,0,0,0
2020-01-31,"China","Chongqing","Liangjiang New Area",10,0,0,0
2020-01-31,"China","Chongqing","Wanzhou District",33,0,0,0
2020-01-31,"China","Chongqing","Fuling District",1,0,0,0
2020-01-31,"China","Chongqing","Yuzhong District",7,0,0,0
2020-01-31,"China","Chongqing","Dadukou District",6,0,0,0
2020-01-31,"China","Chongqing","Jiangbei District",12,0,0,0
2020-01-31,"China","Chongqing","Shapingba District",2,0,0,0
2020-01-31,"China","Chongqing","Jiulongpo District",9,0,1,0
2020-01-31,"China","Chongqing","Nan'an District",3,0,0,0
2020-01-31,"China","Chongqing","Qijiang District",4,0,0,0
2020-01-31,"China","Chongqing","Dazu District",4,0,0,0
2020-01-31,"China","Chongqing","Yubei District",11,0,0,0
2020-01-31,"China","Chongqing","Banan District",1,0,0,0
2020-01-31,"China","Chongqing","Qianjiang District",2,0,0,0
2020-01-31,"China","Chongqing","Changshou District",10,0,0,0
2020-01-31,"China","Chongqing","Jiangjin District",3,0,0,0
2020-01-31,"China","Chongqing","Hechuan District",8,0,0,0
2020-01-31,"China","Chongqing","Yongchuan District",3,0,0,0
2020-01-31,"China","Chongqing","Bishan District",8,0,0,0
2020-01-31,"China","Chongqing","Tongliang District",2,0,0,0
2020-01-31,"China","Chongqing","Tongnan District",2,0,0,0
2020-01-31,"China","Chongqing","Rongchang District",2,0,0,0
2020-01-31,"China","Chongqing","Kaizhou District",16,0,0,0
2020-01-31,"China","Chongqing","Liangping District",2,0,0,0
2020-01-31,"China","Chongqing","Wulong District",1,0,0,0
2020-01-31,"China","Chongqing","Chengkou District",1,0,0,0
2020-01-31,"China","Chongqing","Fengdu County",3,0,0,0
2020-01-31,"China","Chongqing","Dianjiang County",10,0,0,0
2020-01-31,"China","Chongqing","Zhong County",12,0,0,0
2020-01-31,"China","Chongqing","Yunyang County",17,0,0,0
2020-01-31,"China","Chongqing","Fengjie County",5,0,0,0
2020-01-31,"China","Chongqing","Wushan County",6,1,0,0
2020-01-31,"China","Chongqing","Wuxi County",10,0,0,0
2020-01-31,"China","Chongqing","Shizhu County",10,0,0,0
2020-01-31,"China","Chongqing","Xiushan County",1,0,0,0
2020-01-31,"China","Shaanxi","Xi'an",39,0,0,0
2020-01-31,"China","Shaanxi","Tongchuan",5,0,0,0
2020-01-31,"China","Shaanxi","Baoji",6,0,0,0
2020-01-31,"China","Shaanxi","Xianyang",8,0,0,0
2020-01-31,"China","Shaanxi","Weinan",5,0,0,0
2020-01-31,"China","Shaanxi","Hancheng",1,0,0,0
2020-01-31,"China","Shaanxi","Yan'an",7,0,0,0
2020-01-31,"China","Shaanxi","Hanzhong",13,0,0,0
2020-01-31,"China","Shaanxi","Yulin",1,0,0,0
2020-01-31,"China","Shaanxi","Ankang",14,0,0,0
2020-01-31,"China","Shaanxi","Shangluo",2,0,0,0
2020-01-31,"China","Qinghai","Xining",9,0,0,0
2020-01-31,"China","Hong Kong","Location TBD",10,0,0,0
2020-01-31,"China","Heilongjiang","Harbin",25,0,0,0
2020-01-31,"China","Heilongjiang","Qiqihar",3,0,0,0
2020-01-31,"China","Heilongjiang","Jixi",4,0,0,0
2020-01-31,"China","Heilongjiang","Hegang",1,0,0,0
2020-01-31,"China","Heilongjiang","Shuangyashan",2,0,0,0
2020-01-31,"China","Heilongjiang","Daqing",8,0,0,0
2020-01-31,"China","Heilongjiang","Jiamusi",11,0,0,0
2020-01-31,"China","Heilongjiang","Qitaihe",5,0,0,0
2020-01-31,"China","Heilongjiang","Mudanjiang",6,0,0,0
2020-01-31,"China","Heilongjiang","Suihua",13,0,2,0
2020-01-31,"China","Heilongjiang","Daxing'anling",2,0,0,0
2020-02-01,"China","Shandong","Qingdao",22,1,0,27
2020-02-01,"China","Fujian","Fuzhou",44,0,0,26
2020-02-01,"China","Anhui","Lu'an",13,1,0,23
2020-02-01,"China","Hebei","Shijiazhuang",13,0,0,23
2020-02-01,"China","Fujian","Putian",27,0,0,22
2020-02-01,"China","Hebei","Xingtai",10,0,0,21
2020-02-01,"China","Anhui","Hefei",59,2,0,17
2020-02-01,"China","Shandong","Jinan",19,0,0,16
2020-02-01,"China","Fujian","Xiamen",18,0,0,14
2020-02-01,"China","Fujian","Sanming",11,0,0,10
2020-02-01,"China","Shandong","Tai'an",9,0,0,8
2020-02-01,"China","Hebei","Qinhuangdao",1,0,0,8
2020-02-01,"China","Anhui","Bengbu",26,0,0,7
2020-02-01,"China","Anhui","Anqing",43,0,0,7
2020-02-01,"China","Shandong","Linyi",24,0,0,7
2020-02-01,"China","Fujian","Zhangzhou",12,0,0,7
2020-02-01,"China","Fujian","Nanping",8,0,0,7
2020-02-01,"China","Anhui","Fuyang",59,0,0,6
2020-02-01,"China","Shandong","Dezhou",19,1,0,6
2020-02-01,"China","Fujian","Quanzhou",29,0,0,6
2020-02-01,"China","Anhui","Huaibei",6,0,0,5
2020-02-01,"China","Anhui","Bozhou",30,2,0,5
2020-02-01,"China","Shandong","Liaocheng",9,0,0,5
2020-02-01,"China","Anhui","Chuzhou",6,0,0,4
2020-02-01,"China","Shandong","Jining",14,0,0,4
2020-02-01,"China","Inner Mongolia","Ordos",6,0,0,3
2020-02-01,"China","Shandong","Heze",8,0,0,3
2020-02-01,"China","Hebei","Tangshan",11,0,0,3
2020-02-01,"China","Hebei","Zhangjiakou",9,0,0,3
2020-02-01,"China","Fujian","Longyan",1,0,0,3
2020-02-01,"China","Anhui","Wuhu",16,0,0,2
2020-02-01,"China","Anhui","Tongling",16,0,0,2
2020-02-01,"China","Anhui","Suzhou",14,0,0,2
2020-02-01,"China","Shandong","Zaozhuang",14,0,0,2
2020-02-01,"China","Shandong","Weifang",10,0,0,2
2020-02-01,"China","Fujian",NA,0,0,0,2
2020-02-01,"China","Fujian","Ningde",9,0,0,2
2020-02-01,"China","Inner Mongolia","Hohhot",2,0,0,1
2020-02-01,"China","Inner Mongolia",NA,0,0,0,1
2020-02-01,"China","Inner Mongolia","Baotou",5,0,0,1
2020-02-01,"China","Inner Mongolia","Hulunbuir",2,1,0,1
2020-02-01,"China","Anhui","Huainan",6,0,0,1
2020-02-01,"China","Anhui","Ma'anshan",27,0,0,1
2020-02-01,"China","Shandong","Zibo",12,0,0,1
2020-02-01,"China","Hebei","Handan",11,0,0,1
2020-02-01,"China","Hebei","Dingzhou",0,0,0,1
2020-02-01,"China","Shanghai","Foreign to Shanghai",74,0,0,0
2020-02-01,"China","Shanghai","Huangpu",5,0,0,0
2020-02-01,"China","Shanghai","Xuhui",7,0,0,0
2020-02-01,"China","Shanghai","Changning",7,0,0,0
2020-02-01,"China","Shanghai","Jing'an",9,0,0,0
2020-02-01,"China","Shanghai","Putuo",3,0,0,0
2020-02-01,"China","Shanghai","Hongkou",5,0,0,0
2020-02-01,"China","Shanghai","Yangpu",2,0,0,0
2020-02-01,"China","Shanghai","Minhang",7,0,0,0
2020-02-01,"China","Shanghai","Baoshan",8,0,0,0
2020-02-01,"China","Shanghai","Jiading",2,0,0,0
2020-02-01,"China","Shanghai",NA,32,0,0,0
2020-02-01,"China","Shanghai","Jinshan",1,0,0,0
2020-02-01,"China","Shanghai","Songjiang",7,0,0,0
2020-02-01,"China","Shanghai","Qingpu",2,0,0,0
2020-02-01,"China","Shanghai","Fengxian",5,0,0,0
2020-02-01,"China","Shanghai","Chongming",1,0,0,0
2020-02-01,"China","Yunnan","Kunming",31,0,0,0
2020-02-01,"China","Yunnan","Qujing",5,0,0,0
2020-02-01,"China","Yunnan","Yuxi",11,0,0,0
2020-02-01,"China","Yunnan","Baoshan",8,0,0,0
2020-02-01,"China","Yunnan","Zhaotong",6,0,0,0
2020-02-01,"China","Yunnan","Lijiang",6,0,0,0
2020-02-01,"China","Yunnan","Pu'er",4,0,0,0
2020-02-01,"China","Yunnan","Lincang",1,0,0,0
2020-02-01,"China","Yunnan",NA,5,1,0,0
2020-02-01,"China","Yunnan","Xishuangbanna",12,0,0,0
2020-02-01,"China","Yunnan",NA,7,1,0,0
2020-02-01,"China","Yunnan",NA,3,0,0,0
2020-02-01,"China","Inner Mongolia","Ulanhot",1,0,0,0
2020-02-01,"China","Inner Mongolia","Wuhai",1,0,0,0
2020-02-01,"China","Inner Mongolia","Chifeng",2,0,0,0
2020-02-01,"China","Inner Mongolia","Tongliao",1,0,0,0
2020-02-01,"China","Inner Mongolia","Bayannur",3,0,0,0
2020-02-01,"China","Inner Mongolia","Ulanqab",2,0,0,0
2020-02-01,"China","Inner Mongolia",NA,1,0,0,0
2020-02-01,"China","Inner Mongolia","Xilingol League",2,0,0,0
2020-02-01,"China","Beijing","Foreign to Beijing",11,0,0,0
2020-02-01,"China","Beijing","Dongcheng",3,0,0,0
2020-02-01,"China","Beijing","Xicheng",17,0,0,0
2020-02-01,"China","Beijing","Chaoyang",35,0,0,0
2020-02-01,"China","Beijing","Fengtai",16,0,0,0
2020-02-01,"China","Beijing","Shijingshan",4,0,0,0
2020-02-01,"China","Beijing","Haidian",41,0,0,0
2020-02-01,"China","Beijing","Mentougou",1,0,0,0
2020-02-01,"China","Beijing","Fangshan",2,0,0,0
2020-02-01,"China","Beijing","Tongzhou",13,0,0,0
2020-02-01,"China","Beijing","Shunyi",6,0,0,0
2020-02-01,"China","Beijing","Changping",12,0,0,0
2020-02-01,"China","Beijing","Daxing",21,0,0,0
2020-02-01,"China","Beijing","Huairou",1,0,0,0
2020-02-01,"China","Taiwan","Location TBD",9,0,0,0
2020-02-01,"China","Jilin","Changchun",12,1,0,0
2020-02-01,"China","Jilin","Jilin",3,0,0,0
2020-02-01,"China","Jilin","Siping",1,0,0,0
2020-02-01,"China","Jilin","Gongzhuling",1,0,0,0
2020-02-01,"China","Jilin","Tonghua",1,0,0,0
2020-02-01,"China","Jilin","Songyuan",2,0,0,0
2020-02-01,"China","Jilin",NA,2,0,0,0
2020-02-01,"China","Sichuan","Chengdu",73,0,0,0
2020-02-01,"China","Sichuan","Zigong",9,0,0,0
2020-02-01,"China","Sichuan","Panzhihua",9,0,0,0
2020-02-01,"China","Sichuan","Luzhou",6,0,0,0
2020-02-01,"China","Sichuan","Deyang",10,0,0,0
2020-02-01,"China","Sichuan","Mianyang",14,0,0,0
2020-02-01,"China","Sichuan","Guangyuan",5,0,0,0
2020-02-01,"China","Sichuan","Suining",5,0,0,0
2020-02-01,"China","Sichuan","Neijiang",11,0,0,0
2020-02-01,"China","Sichuan","Leshan",2,0,0,0
2020-02-01,"China","Sichuan","Emeishan",2,0,0,0
2020-02-01,"China","Sichuan","Nanchong",23,0,0,0
2020-02-01,"China","Sichuan","Yibin",7,0,0,0
2020-02-01,"China","Sichuan","Guang'an",20,0,0,0
2020-02-01,"China","Sichuan","Dazhou",9,0,0,0
2020-02-01,"China","Sichuan","Ya'an",5,0,0,0
2020-02-01,"China","Sichuan","Bazhong",8,0,0,0
2020-02-01,"China","Sichuan","Ziyang",2,0,0,0
2020-02-01,"China","Sichuan","Ngawa County",1,0,0,0
2020-02-01,"China","Sichuan","Garzê",5,0,0,0
2020-02-01,"China","Sichuan","Liangshan",5,0,0,0
2020-02-01,"China","Tianjin","Foreign to Tianjin",4,0,0,0
2020-02-01,"China","Tianjin","Changjiang County",3,0,0,0
2020-02-01,"China","Tianjin","Ding'an County",6,0,0,0
2020-02-01,"China","Tianjin","Qiongzhong County",3,0,0,0
2020-02-01,"China","Tianjin","Qiongzhong County",2,0,0,0
2020-02-01,"China","Tianjin","Lingao County",9,0,0,0
2020-02-01,"China","Tianjin","Ledong County",2,0,0,0
2020-02-01,"China","Tianjin","Qiongzhong County",3,0,0,0
2020-02-01,"China","Tianjin","Ledong County",2,0,0,0
2020-02-01,"China","Tianjin","Lingshui County",3,0,0,0
2020-02-01,"China","Tianjin","Ledong County",2,0,0,0
2020-02-01,"China","Tianjin","Ledong County",2,0,0,0
2020-02-01,"China","Ningxia",NA,1,0,0,0
2020-02-01,"China","Ningxia","Yinchuan",16,0,0,0
2020-02-01,"China","Ningxia","Wuzhong",7,0,0,0
2020-02-01,"China","Ningxia","Guyuan",2,0,0,0
2020-02-01,"China","Ningxia","Zhongwei",2,0,0,0
2020-02-01,"China","Anhui",NA,6,0,0,0
2020-02-01,"China","Anhui","Huangshan",9,0,0,0
2020-02-01,"China","Anhui","Chizhou",6,0,0,0
2020-02-01,"China","Anhui","Xuancheng",4,0,0,0
2020-02-01,"China","Shandong","Yantai",20,0,0,0
2020-02-01,"China","Shandong","Weihai",24,0,0,0
2020-02-01,"China","Shandong","Rizhao",11,0,0,0
2020-02-01,"China","Shandong","Binzhou",10,0,0,0
2020-02-01,"China","Shanxi","Taiyuan",6,1,0,0
2020-02-01,"China","Shanxi","Datong",8,0,0,0
2020-02-01,"China","Shanxi","Yangquan",1,0,0,0
2020-02-01,"China","Shanxi","Changzhi",3,0,0,0
2020-02-01,"China","Shanxi","Jincheng",3,0,0,0
2020-02-01,"China","Shanxi","Shuozhou",3,0,0,0
2020-02-01,"China","Shanxi","Jinzhong",13,0,0,0
2020-02-01,"China","Shanxi","Yuncheng",10,0,0,0
2020-02-01,"China","Shanxi","Xinzhou",3,0,0,0
2020-02-01,"China","Shanxi","Linfen",1,0,0,0
2020-02-01,"China","Shanxi","Lüliang",5,0,0,0
2020-02-01,"China","Guangdong","Guangzhou",175,0,0,0
2020-02-01,"China","Guangdong","Shaoguan",5,0,0,0
2020-02-01,"China","Guangdong","Shenzhen",196,0,0,0
2020-02-01,"China","Guangdong","Zhuhai",41,0,0,0
2020-02-01,"China","Guangdong","Shantou",14,0,0,0
2020-02-01,"China","Guangdong","Foshan",39,0,0,0
2020-02-01,"China","Guangdong","Jiangmen",3,0,0,0
2020-02-01,"China","Guangdong","Zhanjiang",14,0,0,0
2020-02-01,"China","Guangdong","Maoming",3,0,0,0
2020-02-01,"China","Guangdong","Zhaoqing",7,0,0,0
2020-02-01,"China","Guangdong","Huizhou",23,0,0,0
2020-02-01,"China","Guangdong","Meizhou",6,0,0,0
2020-02-01,"China","Guangdong","Shanwei",4,0,0,0
2020-02-01,"China","Guangdong","Heyuan",1,0,0,0
2020-02-01,"China","Guangdong","Yangjiang",10,0,0,0
2020-02-01,"China","Guangdong","Qingyuan",6,0,0,0
2020-02-01,"China","Guangdong","Dongguan",27,0,0,0
2020-02-01,"China","Guangdong","Zhongshan",21,0,0,0
2020-02-01,"China","Guangdong","Chaozhou",3,0,0,0
2020-02-01,"China","Guangdong","Jieyang",6,0,0,0
2020-02-01,"China","Guangxi","Nanning",16,0,0,0
2020-02-01,"China","Guangxi","Liuzhou",12,0,0,0
2020-02-01,"China","Guangxi","Guilin",23,0,0,0
2020-02-01,"China","Guangxi","Wuzhou",5,1,0,0
2020-02-01,"China","Guangxi","Beihai",23,0,0,0
2020-02-01,"China","Guangxi","Fangchenggang",8,1,0,0
2020-02-01,"China","Guangxi","Qinzhou",2,0,0,0
2020-02-01,"China","Guangxi","Guigang",4,0,0,0
2020-02-01,"China","Guangxi","Yulin",7,0,0,0
2020-02-01,"China","Guangxi","Baise",2,0,0,0
2020-02-01,"China","Guangxi","Hezhou",3,0,0,0
2020-02-01,"China","Guangxi","Hechi",6,0,0,0
2020-02-01,"China","Xinjiang","7th Division of Xinjiang Production and Construction Corps",1,0,0,0
2020-02-01,"China","Xinjiang","9th Division of Xinjiang Production and Construction Corps",4,0,0,0
2020-02-01,"China","Xinjiang","8th Division of Xinjiang Production and Construction Corps",1,0,0,0
2020-02-01,"China","Xinjiang","ÜrümqiÜrümqi",8,0,0,0
2020-02-01,"China","Xinjiang","Turpan",1,0,0,0
2020-02-01,"China","Xinjiang","Aksu",1,0,0,0
2020-02-01,"China","Xinjiang",NA,5,0,0,0
2020-02-01,"China","Jiangsu","Nanjing",35,2,0,0
2020-02-01,"China","Jiangsu","Wuxi",19,0,0,0
2020-02-01,"China","Jiangsu","Xuzhou",30,0,0,0
2020-02-01,"China","Jiangsu","Changzhou",15,0,0,0
2020-02-01,"China","Jiangsu","Suzhou",38,2,0,0
2020-02-01,"China","Jiangsu","Nantong",17,0,0,0
2020-02-01,"China","Jiangsu","Lianyungang",13,1,0,0
2020-02-01,"China","Jiangsu","Huai'an",13,1,0,0
2020-02-01,"China","Jiangsu","Yancheng",15,0,0,0
2020-02-01,"China","Jiangsu","Yangzhou",13,0,0,0
2020-02-01,"China","Jiangsu","Zhenjiang",3,0,0,0
2020-02-01,"China","Jiangsu","Taizhou",17,0,0,0
2020-02-01,"China","Jiangsu","Suqian",8,0,0,0
2020-02-01,"China","Jiangxi","Nanchang",89,1,0,0
2020-02-01,"China","Jiangxi","Jingdezhen",3,1,0,0
2020-02-01,"China","Jiangxi","Pingxiang",15,1,0,0
2020-02-01,"China","Jiangxi","Jiujiang",55,0,0,0
2020-02-01,"China","Jiangxi","Xinyu",43,3,0,0
2020-02-01,"China","Jiangxi","Yingtan",8,0,0,0
2020-02-01,"China","Jiangxi","Ganzhou",34,1,0,0
2020-02-01,"China","Jiangxi","Ji'an",12,1,0,0
2020-02-01,"China","Jiangxi","Yichun",31,1,0,0
2020-02-01,"China","Jiangxi","Fuzhou",24,0,0,0
2020-02-01,"China","Jiangxi","Shangrao",19,1,0,0
2020-02-01,"China","Hebei","Baoding",13,2,0,0
2020-02-01,"China","Hebei","Chengde",2,0,0,0
2020-02-01,"China","Hebei","Cangzhou",19,0,1,0
2020-02-01,"China","Hebei","Langfang",11,1,0,0
2020-02-01,"China","Hebei","Hengshui",4,0,0,0
2020-02-01,"China","Henan",NA,2,0,0,0
2020-02-01,"China","Henan","Zhengzhou",65,0,0,0
2020-02-01,"China","Henan","Kaifeng",11,0,0,0
2020-02-01,"China","Henan","Luoyang",7,0,0,0
2020-02-01,"China","Henan","Pingdingshan",14,0,0,0
2020-02-01,"China","Henan","Anyang",24,0,0,0
2020-02-01,"China","Henan",NA,1,0,0,0
2020-02-01,"China","Henan","Hebi",8,0,0,0
2020-02-01,"China","Henan","Xinxiang",21,0,0,0
2020-02-01,"China","Henan",NA,1,0,0,0
2020-02-01,"China","Henan","Jiaozuo",7,0,0,0
2020-02-01,"China","Henan","Puyang",3,0,0,0
2020-02-01,"China","Henan","Xuchang",13,0,0,0
2020-02-01,"China","Henan","Luohe",16,0,0,0
2020-02-01,"China","Henan","Sanmenxia",7,0,0,0
2020-02-01,"China","Henan","Nanyang",62,0,1,0
2020-02-01,"China","Henan","Dengzhou",14,0,0,0
2020-02-01,"China","Henan","Shangqiu",36,0,0,0
2020-02-01,"China","Henan","Yongcheng",8,0,0,0
2020-02-01,"China","Henan","Xinyang",88,0,0,0
2020-02-01,"China","Henan","Zhoukou",40,0,0,0
2020-02-01,"China","Henan","Zhumadian",46,0,0,0
2020-02-01,"China","Zhejiang","Hangzhou",110,2,0,0
2020-02-01,"China","Zhejiang","Ningbo",66,1,0,0
2020-02-01,"China","Zhejiang","Wenzhou",265,10,0,0
2020-02-01,"China","Zhejiang","Jiaxing",19,0,0,0
2020-02-01,"China","Zhejiang","Huzhou",6,0,0,0
2020-02-01,"China","Zhejiang","Shaoxing",27,1,0,0
2020-02-01,"China","Zhejiang","Jinhua",34,3,0,0
2020-02-01,"China","Zhejiang","Quzhou",13,0,0,0
2020-02-01,"China","Zhejiang","Zhoushan",7,1,0,0
2020-02-01,"China","Zhejiang","Taizhou",100,4,0,0
2020-02-01,"China","Zhejiang","Lishui",14,1,0,0
2020-02-01,"China","Hainan","Haikou",11,0,0,0
2020-02-01,"China","Hainan","Sanya",17,0,0,0
2020-02-01,"China","Hainan","Danzhou",6,0,0,0
2020-02-01,"China","Hainan","Qionghai",5,0,0,0
2020-02-01,"China","Hainan","Wanning",8,0,0,0
2020-02-01,"China","Hainan","Dongfang",1,0,0,0
2020-02-01,"China","Hainan","Ding'an County",1,0,0,0
2020-02-01,"China","Hainan","Chengmai County",2,0,0,0
2020-02-01,"China","Hainan","Lingao County",4,0,0,0
2020-02-01,"China","Hainan","Changjiang County",1,0,0,0
2020-02-01,"China","Hainan",NA,1,0,0,0
2020-02-01,"China","Hainan","Lingshui County",5,0,0,0
2020-02-01,"China","Hainan","Qiongzhong County",1,0,0,0
2020-02-01,"China","Hubei","Location TBD",0,30,0,0
2020-02-01,"China","Hubei","Wuhan",4109,138,224,0
2020-02-01,"China","Hubei","Huangshi",252,1,2,0
2020-02-01,"China","Hubei","Shiyan",212,0,0,0
2020-02-01,"China","Hubei","Yichang",353,0,1,0
2020-02-01,"China","Hubei","Xiangyang",441,0,0,0
2020-02-01,"China","Hubei","Ezhou",278,0,13,0
2020-02-01,"China","Hubei","Jingmen",329,3,7,0
2020-02-01,"China","Hubei","Xiaogan",749,2,14,0
2020-02-01,"China","Hubei","Jingzhou",333,2,4,0
2020-02-01,"China","Hubei","Huanggang",1002,27,15,0
2020-02-01,"China","Hubei","Xianning",246,1,0,0
2020-02-01,"China","Hubei","Suizhou",384,3,3,0
2020-02-01,"China","Hubei","Enshi",105,0,0,0
2020-02-01,"China","Hubei","Xiantao",140,0,3,0
2020-02-01,"China","Hubei","Qianjiang",35,0,1,0
2020-02-01,"China","Hubei","Tianmen",99,0,7,0
2020-02-01,"China","Hubei","Shennongjia",7,0,0,0
2020-02-01,"China","Hunan","Changsha",112,1,0,0
2020-02-01,"China","Hunan","Zhuzhou",25,0,0,0
2020-02-01,"China","Hunan","Xiangtan",16,0,0,0
2020-02-01,"China","Hunan","Hengyang",30,0,0,0
2020-02-01,"China","Hunan","Shaoyang",49,0,0,0
2020-02-01,"China","Hunan","Yueyang",53,0,0,0
2020-02-01,"China","Hunan","Changde",42,0,0,0
2020-02-01,"China","Hunan","Zhangjiajie",3,0,0,0
2020-02-01,"China","Hunan","Yiyang",27,0,0,0
2020-02-01,"China","Hunan","Chenzhou",18,1,0,0
2020-02-01,"China","Hunan","Yongzhou",22,0,0,0
2020-02-01,"China","Hunan","Huaihua",31,1,0,0
2020-02-01,"China","Hunan","Loudi",29,0,0,0
2020-02-01,"China","Hunan",NA,6,0,0,0
2020-02-01,"China","Macau","Location TBD",7,0,0,0
2020-02-01,"China","Gansu","Lanzhou",23,0,0,0
2020-02-01,"China","Gansu","Jinchang",1,0,0,0
2020-02-01,"China","Gansu","Baiyin",1,0,0,0
2020-02-01,"China","Gansu","Tianshui",3,0,0,0
2020-02-01,"China","Gansu","Zhangye",2,0,0,0
2020-02-01,"China","Gansu","Pingliang",1,0,0,0
2020-02-01,"China","Gansu","Dingxi",3,0,0,0
2020-02-01,"China","Gansu","Longnan",3,0,0,0
2020-02-01,"China","Gansu",NA,2,0,0,0
2020-02-01,"China","Gansu","Gannan Prefecture",1,0,0,0
2020-02-01,"China","Tibet","Lhasa",1,0,0,0
2020-02-01,"China","Guizhou","Guiyang",6,1,0,0
2020-02-01,"China","Guizhou","Liupanshui",8,0,0,0
2020-02-01,"China","Guizhou","Zunyi",5,0,0,0
2020-02-01,"China","Guizhou","Anshun",2,0,0,0
2020-02-01,"China","Guizhou","Bijie",4,0,0,0
2020-02-01,"China","Guizhou","Tongren",3,1,0,0
2020-02-01,"China","Guizhou","Qianxinan Prefecture",1,0,0,0
2020-02-01,"China","Guizhou","Qiandongnan Prefecture",4,0,0,0
2020-02-01,"China","Guizhou","Qiannan Prefecture",5,0,0,0
2020-02-01,"China","Liaoning","Shenyang",16,0,0,0
2020-02-01,"China","Liaoning","Dalian",10,1,0,0
2020-02-01,"China","Liaoning","Benxi",3,0,0,0
2020-02-01,"China","Liaoning","Dandong",6,0,0,0
2020-02-01,"China","Liaoning","Jinzhou",7,0,0,0
2020-02-01,"China","Liaoning","Yingkou",1,0,0,0
2020-02-01,"China","Liaoning","Fuxin",2,0,0,0
2020-02-01,"China","Liaoning","Liaoyang",1,0,0,0
2020-02-01,"China","Liaoning","Panjin",5,0,0,0
2020-02-01,"China","Liaoning","Tieling",2,0,0,0
2020-02-01,"China","Liaoning","Chaoyang",6,0,0,0
2020-02-01,"China","Liaoning","Huludao",5,0,0,0
2020-02-01,"China","Chongqing","Liangjiang New Area",12,0,0,0
2020-02-01,"China","Chongqing","Wanzhou District",39,0,0,0
2020-02-01,"China","Chongqing","Fuling District",1,0,0,0
2020-02-01,"China","Chongqing","Yuzhong District",9,0,0,0
2020-02-01,"China","Chongqing","Dadukou District",6,0,0,0
2020-02-01,"China","Chongqing","Jiangbei District",13,0,0,0
2020-02-01,"China","Chongqing","Shapingba District",2,0,0,0
2020-02-01,"China","Chongqing","Jiulongpo District",11,0,1,0
2020-02-01,"China","Chongqing","Nan'an District",4,0,0,0
2020-02-01,"China","Chongqing","Qijiang District",4,0,0,0
2020-02-01,"China","Chongqing","Dazu District",4,0,0,0
2020-02-01,"China","Chongqing","Yubei District",12,0,0,0
2020-02-01,"China","Chongqing","Banan District",1,0,0,0
2020-02-01,"China","Chongqing","Qianjiang District",2,0,0,0
2020-02-01,"China","Chongqing","Changshou District",10,0,0,0
2020-02-01,"China","Chongqing","Jiangjin District",3,0,0,0
2020-02-01,"China","Chongqing","Hechuan District",8,0,0,0
2020-02-01,"China","Chongqing","Yongchuan District",3,0,0,0
2020-02-01,"China","Chongqing","Bishan District",8,0,0,0
2020-02-01,"China","Chongqing","Tongliang District",4,0,0,0
2020-02-01,"China","Chongqing","Tongnan District",2,0,0,0
2020-02-01,"China","Chongqing","Rongchang District",2,0,0,0
2020-02-01,"China","Chongqing","Kaizhou District",16,0,0,0
2020-02-01,"China","Chongqing","Liangping District",2,0,0,0
2020-02-01,"China","Chongqing","Wulong District",1,0,0,0
2020-02-01,"China","Chongqing","Chengkou District",1,0,0,0
2020-02-01,"China","Chongqing","Fengdu County",5,1,0,0
2020-02-01,"China","Chongqing","Dianjiang County",11,0,0,0
2020-02-01,"China","Chongqing","Zhong County",12,0,0,0
2020-02-01,"China","Chongqing","Yunyang County",18,0,0,0
2020-02-01,"China","Chongqing","Fengjie County",8,0,0,0
2020-02-01,"China","Chongqing","Wushan County",6,1,0,0
2020-02-01,"China","Chongqing","Wuxi County",11,0,0,0
2020-02-01,"China","Chongqing","Shizhu County",10,0,0,0
2020-02-01,"China","Chongqing","Xiushan County",1,1,0,0
2020-02-01,"China","Shaanxi","Xi'an",47,0,0,0
2020-02-01,"China","Shaanxi","Tongchuan",6,0,0,0
2020-02-01,"China","Shaanxi","Baoji",7,0,0,0
